comment_thread_id,video_id,author_display_name,text_original,cleaned_text,text_length,like_count,total_reply_count,manual_label,manual_label_normalized,lexicon_predicted_label
UgwGs5KP5kRrljWB4np4AaABAg,AL0AGaoJCWY,@jasminemccain8932,GTA kept the energy in the 1st half,gta kept the energy in the 1st half,35,1,0,Positif,positive,neutral
UgwuD4C5MCDLGUHV0hp4AaABAg,AL0AGaoJCWY,@JimiBills,#KnicksTape!!!!! Revenge for 2000!!!!!,#knickstape!!!!! revenge for 2000!!!!!,38,0,0,Positif,positive,neutral
UgwfZzoytNx4U9LLpFh4AaABAg,AL0AGaoJCWY,@dennisclarke6456,Josh Hart has no position.. he’s just a BASKETBALL PLAYER!! Dude plays like a Kamikaze pilot… chaos!!! Love it!! LETS GO KNICKS!!,josh hart has no position.. he’s just a basketball player!! dude plays like a kamikaze pilot… chaos!!! love it!! lets go knicks!!,129,0,0,Positif,positive,positive
UgxyChUksQDVPwztWaV4AaABAg,AL0AGaoJCWY,@MACHOMAN64193,As a Spurs fan this gon be a great series whoever wins,as a spurs fan this gon be a great series whoever wins,54,0,1,Positif,positive,positive
UgxjXSAXLR7gKfNuDwV4AaABAg,AL0AGaoJCWY,@Neilappanaboyana37,All yall brunson glazers but he did drop 30 tho,all yall brunson glazers but he did drop 30 tho,47,1,0,Positif,positive,neutral
Ugzuz4XSE7adM3sXQwd4AaABAg,AL0AGaoJCWY,@demonative9945,What’s with the Knicks introduction music😭🥀,what’s with the knicks introduction music😭🥀,43,0,0,Negatif,negative,neutral
Ugzdv4VGfujoRggPHjF4AaABAg,AL0AGaoJCWY,@manonfire2148,Charles Brunson is awesome,charles brunson is awesome,26,0,0,Positif,positive,positive
Ugxy2xdLgTPpR2i8JXZ4AaABAg,AL0AGaoJCWY,@balmorehernandez2226,I hope nicks win,i hope nicks win,16,0,0,Positif,positive,positive
UgwffIHfsK_waylN4tR4AaABAg,AL0AGaoJCWY,@Soysaucemoto,This reminded me of Iverson vs Lakers in 2001 Finals,this reminded me of iverson vs lakers in 2001 finals,52,0,0,Positif,positive,neutral
UgwYdaCHUgR0qPjWcfl4AaABAg,AL0AGaoJCWY,@treyolden3366,NBA trying to hand wemby legacy points on a silver platter and he's throwing it away like a cigarette outside the louvre,nba trying to hand wemby legacy points on a silver platter and he's throwing it away like a cigarette outside the louvre,120,0,0,Negatif,negative,neutral
UgxOsdx0mv60HJG_crh4AaABAg,AL0AGaoJCWY,@Newyorksfinest8843,Go New York. Go New York Go,go new york. go new york go,27,0,0,Positif,positive,neutral
Ugx-_dlic5XC47u9RfB4AaABAg,AL0AGaoJCWY,@ji3oogtv927,Winning Nex game to😂,winning nex game to😂,20,0,0,Positif,positive,positive
Ugy5e-wCni7BWXql-UN4AaABAg,AL0AGaoJCWY,@ReeceSavage-s6t,They was throwing haymakers 😅,they was throwing haymakers 😅,29,0,0,Neutral,neutral,neutral
Ugzbo_oGXnv_1UhjBE94AaABAg,AL0AGaoJCWY,@kieoshaholmes4776,Mannnn I can’t believe I’m witnessing the Knicks playing at this level!!!!!! You guys brought back hope to the city!!!! Win or lose I’m proud of ya!!! Wemby this ain’t Chet!!!!!!!,mannnn i can’t believe i’m witnessing the knicks playing at this level!!!!!! you guys brought back hope to the city!!!! win or lose i’m proud of ya!!! wemby this ain’t chet!!!!!!!,179,0,0,Positif,positive,positive
UgyYc7BiQblF0dvnLsB4AaABAg,AL0AGaoJCWY,@nutsu2386,Brunson carry so hard,brunson carry so hard,21,0,0,Positif,positive,positive
UgzeebRCUFuOR0TzHF94AaABAg,AL0AGaoJCWY,@bobbiedylan9758,Wow NYC may have a nba championship on the horizon 🎉,wow nyc may have a nba championship on the horizon 🎉,52,0,0,Positif,positive,positive
UgzxAkNo_dGupVFT4UJ4AaABAg,AL0AGaoJCWY,@AmazingGuy13,Game 1 is always crucial to win and the Knicks got it done! 3 more to go! The job is not finished yet!,game 1 is always crucial to win and the knicks got it done! 3 more to go! the job is not finished yet!,102,104,5,Positif,positive,positive
UgyIxA9KPB5VRXm19s14AaABAg,AL0AGaoJCWY,@AgericoPetronioJr,#ropyurhdjawjxhsjshejjwuwisjdosue9e9sisksksnsis,#ropyurhdjawjxhsjshejjwuwisjdosue9e9sisksksnsis,47,0,0,Neutral,neutral,neutral
UgwK-Me-BgpWG8oG2gl4AaABAg,AL0AGaoJCWY,@Oldeorleans504,BRUNSON OVER CARMELO,brunson over carmelo,20,2,0,Positif,positive,neutral
Ugz1Rg1BI-X9lg3VWUB4AaABAg,AL0AGaoJCWY,@onlythebest3311,"Last time knicks was in the final I was still in high school, all my hs friends and I were watching together in one of the friend’s home along with his extended family, his dad had a big bottle of champagne ready. When the knicks got owned AGAIN in 5 years, the friends dad threw the big bottle right against the wall, everyone jumped up lol.   It was a moment that stayed with me for some reason. Now 45+ with kids….here we go again!  Good first game, you owe us this Knicks! 26 freaking years….dont mess it up","last time knicks was in the final i was still in high school, all my hs friends and i were watching together in one of the friend’s home along with his extended family, his dad had a big bottle of champagne ready. when the knicks got owned again in 5 years, the friends dad threw the big bottle right against the wall, everyone jumped up lol.   it was a moment that stayed with me for some reason. now 45+ with kids….here we go again!  good first game, you owe us this knicks! 26 freaking years….dont mess it up",511,1,0,Positif,positive,positive
UgzD2GR1HWVMzFpszwF4AaABAg,AL0AGaoJCWY,@rectosevilla2147,The Knicks are going to sweep the spurs,the knicks are going to sweep the spurs,39,0,0,Positif,positive,neutral
UgwcGJdUTkv7bWs3szZ4AaABAg,AL0AGaoJCWY,@curtisgrindahl446,Does anyone think Mike Brown made a difference?,does anyone think mike brown made a difference?,47,0,0,Neutral,neutral,neutral
UgziSrmzT3KsdO-Z1JV4AaABAg,AL0AGaoJCWY,@dakotadaniels5403,Unwatchable with the ads,unwatchable with the ads,24,0,0,Negatif,negative,neutral
Ugzl3_WFhtAAsTce6O94AaABAg,AL0AGaoJCWY,@dmerchantprince2506,"I hope Knicks win this series, this is their only chance for a championship.. its gonna be hard after this Spurs Okc is going nowhere","i hope knicks win this series, this is their only chance for a championship.. its gonna be hard after this spurs okc is going nowhere",133,2,0,Positif,positive,positive
UgwSluuGDxBaDeQDLa94AaABAg,AL0AGaoJCWY,@neddymicky5187,"The amount of ads every minute, makes me not want to watch but skip to the end.","the amount of ads every minute, makes me not want to watch but skip to the end.",79,0,0,Negatif,negative,neutral
UgyD2_x31bgsZJ5P3ad4AaABAg,AL0AGaoJCWY,@makaalpas,good to see a playoff game without someone falling to the floor in every d@mn shot.,good to see a playoff game without someone falling to the floor in every d@mn shot.,83,0,0,Positif,positive,positive
Ugynl4BIrx0_Ra8aHtV4AaABAg,AL0AGaoJCWY,@chasepender7616,skip to 2:43 if you just wanna watch the highlights...so much hooplah,skip to 2:43 if you just wanna watch the highlights...so much hooplah,69,0,0,Negatif,negative,neutral
Ugww9zA4wO4Xm-LrOpd4AaABAg,AL0AGaoJCWY,@DouglasLeslie-o6r,Nice win Knicks!  I am pulling for you big time!  So tired of the lucky San Antonio Spurs.  Many of their championships are due to lucky NBA lottery draws.,nice win knicks!  i am pulling for you big time!  so tired of the lucky san antonio spurs.  many of their championships are due to lucky nba lottery draws.,155,1,0,Positif,positive,positive
UgyfF-TKfMbrtiAdZJt4AaABAg,AL0AGaoJCWY,@JustinP224,"Spurs had a lead
Knicks took that away 
And won in spurs country.

LFG🟠💙","spurs had a lead
knicks took that away 
and won in spurs country.

lfg🟠💙",72,0,0,Positif,positive,neutral
Ugy49UrL6RuwpUkQ_2V4AaABAg,AL0AGaoJCWY,@NYCBX9,15:03 so tuff 🔥🔥,15:03 so tuff 🔥🔥,16,3,2,Positif,positive,neutral
UgzdBMtD9T51R4Ga9vN4AaABAg,AL0AGaoJCWY,@jrealaking8700,This a joke right,this a joke right,17,0,0,Negatif,negative,neutral
UgxujhBg5rVkApwuOK94AaABAg,AL0AGaoJCWY,@bowclipscarter634,"As a fan of neither team what a game, this is gonna be a great series","as a fan of neither team what a game, this is gonna be a great series",69,0,0,Positif,positive,positive
UgyrF3B3c8b8Yssv8zN4AaABAg,AL0AGaoJCWY,@DanearelArches,Nothing will beat the 90s finals bulls intro,nothing will beat the 90s finals bulls intro,44,0,0,Neutral,neutral,neutral
UgyF0iyJ0MXENSX-KIh4AaABAg,AL0AGaoJCWY,@raerlyoarris7564,Yall think Spurs doing the Knicks a gentleman sweep,yall think spurs doing the knicks a gentleman sweep,51,0,0,Positif,positive,neutral
UgxA8X0P1PtQA2hTFRZ4AaABAg,AL0AGaoJCWY,@the_best_that_ever_did_it,"THE NEW YORK CITY TICKS HAVE TO BE THE LUCKIEST TEAM TO MAKE IT TO THE FINALS…




… WITH ALL THE CUPCAKES THEY’VE PLAYED IN THE EASTERN CONFERENCE, THEY GET TO PLAY AN EXTREMELY OVERRATED DERPS TEAM WITH AN OVERRATED STAR LIKE WIMPYMAMA IN THIS SERIES — THAT’S HILARIOUS LOL","the new york city ticks have to be the luckiest team to make it to the finals…




… with all the cupcakes they’ve played in the eastern conference, they get to play an extremely overrated derps team with an overrated star like wimpymama in this series — that’s hilarious lol",275,1,1,Negatif,negative,negative
UgznHD5jjMNwCugRjLN4AaABAg,AL0AGaoJCWY,@Coach.Nigel131,"Yea, gimme 6 more of these for sure! Some solid hooping 🙌🏾🙏🏾","yea, gimme 6 more of these for sure! some solid hooping 🙌🏾🙏🏾",60,0,0,Positif,positive,positive
UgxjVb_cHyMI-mFiqi94AaABAg,AL0AGaoJCWY,@robertortiz8610,Spurs drop an all time stinker and still barely lost. Ain’t worried one bit.,spurs drop an all time stinker and still barely lost. ain’t worried one bit.,76,1,0,Positif,positive,negative
UgxeKwCcBBCViHkkTnJ4AaABAg,AL0AGaoJCWY,@nyceyes,0:36 I wonder how / if MSG will respond to this. I hope not. It was kiddish.,0:36 i wonder how / if msg will respond to this. i hope not. it was kiddish.,76,0,0,Negatif,negative,neutral
Ugw4BG0hEPkcC5T-w4V4AaABAg,AL0AGaoJCWY,@YvetteMaple,The music tho😂😂😂,the music tho😂😂😂,16,0,0,Negatif,negative,neutral
UgwbiSI0_ikD7KRe-_94AaABAg,AL0AGaoJCWY,@JesusLovesBrokenMen,Brunson is a 90s guard - type… DOMINATING the clutch in the modern NBA. It’s insane 🤯,brunson is a 90s guard - type… dominating the clutch in the modern nba. it’s insane 🤯,85,1,0,Positif,positive,positive
UgyN5JEqiMnrAlxGmvt4AaABAg,AL0AGaoJCWY,@nully78,last night nyc was helll again. At this rate even if they win or lose NY is exploding,last night nyc was helll again. at this rate even if they win or lose ny is exploding,85,0,0,Positif,positive,positive
UgwPS6jM45wHVu76Nf14AaABAg,AL0AGaoJCWY,@daviddeutsch9912,Orange and blue skies baby 🧡💙,orange and blue skies baby 🧡💙,29,0,0,Positif,positive,neutral
UgwmFTs6v8A71R_Pip54AaABAg,AL0AGaoJCWY,@HENRY-hj6nn,D green needs to see this,d green needs to see this,25,0,0,Positif,positive,neutral
UgxN31auI3xHURDMqtN4AaABAg,AL0AGaoJCWY,@LAAL802,"This is why we were begging for Knicks and spurs .. fun as finals , MSG IS GOING TO BE NUTTS.","this is why we were begging for knicks and spurs .. fun as finals , msg is going to be nutts.",93,0,0,Positif,positive,positive
Ugx_eJuNjzNZZM-Q72t4AaABAg,AL0AGaoJCWY,@pc88k,KAT might be the most unathletic professional athlete,kat might be the most unathletic professional athlete,53,0,0,Negatif,negative,neutral
UgwfQjgyYHgYTw4fIMx4AaABAg,AL0AGaoJCWY,@ramendahomie,i was told if spurs had a double digit lead the knicks wouldn’t be able to come back…,i was told if spurs had a double digit lead the knicks wouldn’t be able to come back…,85,1,0,Positif,positive,neutral
UgwBVLI8n2XkKK9OnU94AaABAg,AL0AGaoJCWY,@enereltenlt2575,"Image if it was just OKC, It would not be like that","image if it was just okc, it would not be like that",51,0,0,Negatif,negative,neutral
UgwZiIG1G6bX6k4RzVh4AaABAg,AL0AGaoJCWY,@iluvpalegirls243,Don't be surprised if the KNICKS go for the KNOCKOUT in game 2 !!!!!,don't be surprised if the knicks go for the knockout in game 2 !!!!!,68,0,0,Positif,positive,neutral
UgwtDNKidKQu6lLoErF4AaABAg,AL0AGaoJCWY,@jackpaxton9391,Boop bah doop bah doop bah doop,boop bah doop bah doop bah doop,31,1,0,Neutral,neutral,neutral
UgzNTcwgDrX86uIr3fh4AaABAg,AL0AGaoJCWY,@Chi_Chi-get_me_dat,"What the haters gonna say now “oh it’s only one game, Wemby was tired” FOH!! Put some respect on them NY Boyz🫡🫡!! #Knickstape #NYSTANDUP🗽🗽🗽🗽🗽","what the haters gonna say now “oh it’s only one game, wemby was tired” foh!! put some respect on them ny boyz🫡🫡!! #knickstape #nystandup🗽🗽🗽🗽🗽",141,0,0,Positif,positive,positive
UgzayfblLJsXV8Dyas14AaABAg,AL0AGaoJCWY,@PatrickGuintu,"Capt ""Clutch"" Brunson!","capt ""clutch"" brunson!",22,1,1,Positif,positive,positive
UgyNk1o2MRRDEU5ieyd4AaABAg,AL0AGaoJCWY,@aaronchong2194,Man I'm thinking Dallas let go of this man😂. I genuinely want Brunson and Luka both get a championship win to slap Dallas management in the face,man i'm thinking dallas let go of this man😂. i genuinely want brunson and luka both get a championship win to slap dallas management in the face,144,1,0,Positif,positive,positive
UgwZavar0z4mscFSk6h4AaABAg,AL0AGaoJCWY,@omegaman9145,I dont care about analytics. A 7'4 alien camped out at the 3point line makes no sense 🤷🏿‍♂️,i dont care about analytics. a 7'4 alien camped out at the 3point line makes no sense 🤷🏿‍♂️,91,0,0,Positif,positive,neutral
Ugwz3NA0897XHI2845F4AaABAg,AL0AGaoJCWY,@scipioprime69,And they say Brunson will be clamped down by younger and faster Spurs guards?,and they say brunson will be clamped down by younger and faster spurs guards?,77,0,0,Neutral,neutral,neutral
Ugyo2pc6iML52u4cRW94AaABAg,AL0AGaoJCWY,@luisnavarro8057,Jalen Brunson is a monster,jalen brunson is a monster,26,0,0,Positif,positive,neutral
Ugz_gLQfXpkpFO0qKo94AaABAg,AL0AGaoJCWY,@msjincorporated,YESSIRRRRRRRRRR,yessirrrrrrrrrr,15,2,0,Positif,positive,neutral
UgzOgyzW0jyI4Hf7RS94AaABAg,AL0AGaoJCWY,@sigerlion8608,GO NY GO NY GO!!!!,go ny go ny go!!!!,18,0,0,Positif,positive,neutral
Ugxx2T98ZWfR-55_JUV4AaABAg,AL0AGaoJCWY,@getoheisman1776,Get Daaron fox out of here hes a bum,get daaron fox out of here hes a bum,36,0,0,Negatif,negative,negative
UgzHTb5vu9a0ftkJ5Yt4AaABAg,AL0AGaoJCWY,@norlan3525,3 more to go !!!!!,3 more to go !!!!!,18,1,0,Neutral,neutral,neutral
Ugw20bYxU25QJeMUbUd4AaABAg,AL0AGaoJCWY,@crazygoatgallery,GO KNICKS 🔋,go knicks 🔋,11,0,0,Positif,positive,neutral
UgwKkSTxL3Q3GoDm6Wx4AaABAg,AL0AGaoJCWY,@dannychoriki1977,Captain CLUTCH,captain clutch,14,0,0,Positif,positive,positive
UgzZU_zcGrXWuqxYu2F4AaABAg,AL0AGaoJCWY,@JM27869,Not to long ago Stephen A said the knicks were trash,not to long ago stephen a said the knicks were trash,52,1,0,Neutral,neutral,negative
UgycnBk1ITrRdyZUjdV4AaABAg,AL0AGaoJCWY,@jaxnaturals,how Bruson is not in the running for MVP is beyond me,how bruson is not in the running for mvp is beyond me,53,0,0,Positif,positive,positive
UgyCb0UtrVu0debzHVt4AaABAg,AL0AGaoJCWY,@TheLostRange,"I support both team, since OKC is out, we can finally enjoying the fun basketball game :)","i support both team, since okc is out, we can finally enjoying the fun basketball game :)",89,3,0,Positif,positive,positive
UgwPrBUa6sAxjb60OwR4AaABAg,AL0AGaoJCWY,@carlodaneebora5853,Still Spurs in 6,still spurs in 6,16,0,0,Positif,positive,neutral
UgzVPsbBa-PjQ8gRxc54AaABAg,AL0AGaoJCWY,@therealxenith3237,Game 1 Josh Hart is who Angel Reese thinks she is.,game 1 josh hart is who angel reese thinks she is.,50,0,0,Positif,positive,neutral
UgzYhhTGCxAQjkcLFjR4AaABAg,AL0AGaoJCWY,@ReginaldAndrews-y9k,"In an interview Draymond Green, says in reference to the Knicks, that, winning a Western conference finals is harder than winning an Eastern conference finals. If I were a Knicks player, I would say to Green, "" so uh, what happened to the Warriors thus season? Oh yeah....THEY CHOKED!""😂😂😂😂","in an interview draymond green, says in reference to the knicks, that, winning a western conference finals is harder than winning an eastern conference finals. if i were a knicks player, i would say to green, "" so uh, what happened to the warriors thus season? oh yeah....they choked!""😂😂😂😂",289,0,0,Negatif,negative,positive
UgzdcicaIocfwGaorkd4AaABAg,AL0AGaoJCWY,@LewisArmstead-x1t,Big body Brunson came to play 👀,big body brunson came to play 👀,31,2,0,Positif,positive,neutral
